-8.679999999999999938e-01,2.079999999999999905e-01,6.939999999999999503e-01,-4.889999999999999902e-01,-4.959999999999999964e-01,-9.130000000000000338e-01,-1.299999999999999940e-02,8.090000000000000524e-01,5.310000000000000275e-01,-9.409999999999999476e-01
3.619999999999999885e-01,5.130000000000000115e-01,2.919999999999999818e-01,6.019999999999999796e-01,4.550000000000000155e-01,-5.110000000000000098e-01,9.849999999999999867e-01,8.729999999999999982e-01,8.120000000000000551e-01,8.040000000000000480e-01
3.709999999999999964e-01,-2.790000000000000258e-01,7.700000000000000178e-01,1.970000000000000084e-01,-8.000000000000000444e-01,4.269999999999999907e-01,3.870000000000000107e-01,4.380000000000000004e-01,3.330000000000000182e-01,6.610000000000000320e-01
2.849999999999999756e-01,5.210000000000000187e-01,2.320000000000000118e-01,7.970000000000000417e-01,-5.450000000000000400e-01,-9.799999999999999822e-01,-1.789999999999999925e-01,8.299999999999999600e-01,2.720000000000000195e-01,8.920000000000000151e-01
-5.550000000000000488e-01,8.870000000000000107e-01,6.860000000000000542e-01,-7.079999999999999627e-01,4.800000000000000100e-02,1.650000000000000078e-01,1.270000000000000018e-01,-4.390000000000000013e-01,1.239999999999999991e-01,7.570000000000000062e-01
-2.999999999999999889e-02,6.370000000000000107e-01,-9.210000000000000409e-01,-2.939999999999999836e-01,9.609999999999999654e-01,-7.319999999999999840e-01,8.830000000000000071e-01,3.200000000000000067e-02,-8.669999999999999929e-01,1.940000000000000058e-01
4.440000000000000058e-01,-8.539999999999999813e-01,1.120000000000000023e-01,8.750000000000000000e-01,-9.160000000000000364e-01,-6.290000000000000036e-01,3.699999999999999817e-02,-5.480000000000000426e-01,1.940000000000000058e-01,-6.730000000000000426e-01
8.880000000000000115e-01,-3.069999999999999951e-01,8.129999999999999449e-01,-6.750000000000000444e-01,9.409999999999999476e-01,-5.299999999999999850e-02,8.629999999999999893e-01,6.740000000000000435e-01,-8.629999999999999893e-01,-8.439999999999999725e-01
-2.439999999999999947e-01,-2.419999999999999929e-01,9.190000000000000391e-01,4.369999999999999996e-01,-5.879999999999999671e-01,-9.729999999999999760e-01,-6.169999999999999929e-01,6.680000000000000382e-01,-9.659999999999999698e-01,3.619999999999999885e-01
1.580000000000000016e-01,-4.909999999999999920e-01,9.509999999999999565e-01,-4.660000000000000253e-01,-1.600000000000000033e-01,-2.449999999999999956e-01,8.179999999999999494e-01,-1.300000000000000044e-01,-3.029999999999999916e-01,4.889999999999999902e-01
-7.980000000000000426e-01,-6.490000000000000213e-01,-4.200000000000000261e-02,-1.049999999999999961e-01,3.599999999999999867e-01,2.560000000000000053e-01,8.999999999999999320e-03,3.699999999999999817e-02,-8.429999999999999716e-01,7.920000000000000373e-01
-7.970000000000000417e-01,-8.339999999999999636e-01,7.049999999999999600e-01,-1.350000000000000089e-01,-9.100000000000000311e-01,1.880000000000000004e-01,4.299999999999999933e-01,-5.999999999999999778e-01,7.940000000000000391e-01,-6.800000000000000488e-02
-8.100000000000000533e-01,8.890000000000000124e-01,-7.449999999999999956e-01,3.200000000000000067e-02,-2.919999999999999818e-01,-6.209999999999999964e-01,-9.070000000000000284e-01,-3.609999999999999876e-01,7.660000000000000142e-01,7.870000000000000329e-01
6.089999999999999858e-01,2.010000000000000120e-01,4.149999999999999800e-01,2.190000000000000002e-01,9.579999999999999627e-01,-7.550000000000000044e-01,8.599999999999999867e-01,-2.139999999999999958e-01,-3.910000000000000142e-01,9.499999999999999556e-01
4.380000000000000004e-01,1.739999999999999880e-01,-9.659999999999999698e-01,8.709999999999999964e-01,-1.079999999999999988e-01,-9.700000000000000289e-02,-4.939999999999999947e-01,-5.909999999999999698e-01,2.899999999999999800e-01,6.810000000000000497e-01
-4.979999999999999982e-01,6.189999999999999947e-01,7.199999999999999456e-02,-1.880000000000000004e-01,6.650000000000000355e-01,4.490000000000000102e-01,1.409999999999999865e-01,-2.059999999999999887e-01,-1.570000000000000007e-01,-4.630000000000000226e-01
-2.680000000000000160e-01,2.999999999999999889e-02,-6.239999999999999991e-01,3.840000000000000080e-01,9.619999999999999662e-01,4.329999999999999960e-01,-4.179999999999999827e-01,-8.389999999999999680e-01,4.779999999999999805e-01,3.820000000000000062e-01
4.499999999999999833e-02,-9.789999999999999813e-01,-9.100000000000000311e-01,5.050000000000000044e-01,-7.799999999999999989e-02,9.799999999999999822e-01,3.400000000000000244e-01,-6.239999999999999991e-01,3.360000000000000209e-01,-1.489999999999999936e-01
8.139999999999999458e-01,8.100000000000000255e-02,-9.900000000000000466e-02,1.200000000000000025e-02,3.009999999999999898e-01,7.279999999999999805e-01,-9.789999999999999813e-01,-9.429999999999999494e-01,5.799999999999999600e-01,-7.900000000000000355e-01
-7.399999999999999634e-02,2.599999999999999881e-02,2.720000000000000195e-01,-8.649999999999999911e-01,6.899999999999999467e-01,-9.350000000000000533e-01,7.049999999999999600e-01,-3.430000000000000271e-01,-8.679999999999999938e-01,7.890000000000000346e-01
